docket_number,violation_number,issued_date,issuing_department,last_hearing_date,property_address,violation_type,entity_or_person_s,disposition_description,total_fines,total_administrative_costs,interest_amount,collection_costs_or_attorney_fees,court_cost,original_total_amount_due,total_paid,current_amount_due
17CP082704,P005328148,2017-08-13,POLICE,2017-12-01T09:00:00Z,7326 s albany,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082704,P005328149,2017-08-13,POLICE,2017-12-01T09:00:00Z,7326 s albany,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082704,P005328150,2017-08-13,POLICE,2017-12-01T09:00:00Z,7326 s albany,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082717,P005327754,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082717,P005327755,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082717,P005327756,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082717,P005327757,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082717,P005327758,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082717,P005327759,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082718,P005327772,2017-08-08,POLICE,2017-10-06T09:00:00Z,3544 w 62nd,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082718,P005327773,2017-08-08,POLICE,2017-10-06T09:00:00Z,3544 w 62nd,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082718,P005327774,2017-08-08,POLICE,2017-10-06T09:00:00Z,3544 w 62nd,13-12-140  Watchman required,"CITI MORTGAGE INC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082718,P005327775,2017-08-08,POLICE,2017-10-06T09:00:00Z,3544 w 62nd,13-12-140  Watchman required,"CITI MORTGAGE INC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082718,P005327776,2017-08-08,POLICE,2017-10-06T09:00:00Z,3544 w 62nd,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082718,P005327777,2017-08-08,POLICE,2017-10-06T09:00:00Z,3544 w 62nd,13-12-140  Watchman required,"CITI MORTGAGE INC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082719,P005299926,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082719,P005299927,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082719,P005299928,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082719,P005299929,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082719,P005299930,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP082719,P005299931,2017-08-13,POLICE,2017-10-06T09:00:00Z,6629 s artesian,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP083112,P005329675,2017-08-15,POLICE,2017-10-06T11:00:00Z,7038 s clyde,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP083112,P005329676,2017-08-15,POLICE,2017-10-06T11:00:00Z,7038 s clyde,13-12-140  Watchman required,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP083112,P005329677,2017-08-15,POLICE,2017-10-06T11:00:00Z,7038 s clyde,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP083112,P005329678,2017-08-15,POLICE,2017-10-06T11:00:00Z,7038 s clyde,13-12-140  Watchman required,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP083112,P005329679,2017-08-15,POLICE,2017-10-06T11:00:00Z,7038 s clyde,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP083112,P005329680,2017-08-15,POLICE,2017-10-06T11:00:00Z,7038 s clyde,13-12-140  Watchman required,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP084610,P005016635,2017-08-02,POLICE,2018-01-05T01:00:00Z,1040 n monticello,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATIONAL MORTGAGE,",Liable - By plea,1300,0,0,0,NA,0,0,1340
17CP084610,P005016636,2017-08-02,POLICE,2018-01-05T01:00:00Z,1040 n monticello,13-12-140  Watchman required,"FEDERAL NATIONAL MORTGAGE,",Liable - By plea,1300,0,0,0,NA,0,0,1340
17CP084630,P005224053,2017-08-08,POLICE,2017-12-01T01:00:00Z,5621 s loomis,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA,",Liable - By plea,1000,0,0,0,NA,0,0,1040
17CP084630,P005224054,2017-08-08,POLICE,2017-12-01T01:00:00Z,5621 s loomis,13-12-140  Watchman required,"BANK OF AMERICA NA,",City non-suit,1000,0,0,0,NA,0,0,1040
17CP084630,P005224055,2017-08-08,POLICE,2017-12-01T01:00:00Z,5621 s loomis,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA,",Liable - By plea,1000,0,0,0,NA,0,0,1040
17CP084630,P005224866,2017-08-08,POLICE,2017-12-01T01:00:00Z,5621 s loomis,13-12-140  Watchman required,"BANK OF AMERICA NA,",City non-suit,1000,0,0,0,NA,0,0,1040
17CP087484,P005291910,2017-09-24,POLICE,2017-11-03T09:00:00Z,5557 s shields,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP087484,P005291911,2017-09-24,POLICE,2017-11-03T09:00:00Z,5557 s shields,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP087484,P005291912,2017-09-24,POLICE,2017-11-03T09:00:00Z,5557 s shields,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP087484,P005291913,2017-09-24,POLICE,2017-11-03T09:00:00Z,5557 s shields,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP087484,P005291914,2017-09-24,POLICE,2017-11-03T09:00:00Z,5557 s shields,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP087484,P005291915,2017-09-24,POLICE,2017-11-03T09:00:00Z,5557 s shields,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088285,P005292036,2017-09-28,POLICE,2018-01-05T09:00:00Z,5546 s union,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA,",Liable - By plea,2000,0,0,0,NA,0,0,2040
17CP088285,P005292037,2017-09-28,POLICE,2018-01-05T09:00:00Z,5546 s union,13-12-140  Watchman required,"BANK OF AMERICA NA,",City non-suit,2000,0,0,0,NA,0,0,2040
17CP088285,P005292038,2017-09-28,POLICE,2018-01-05T09:00:00Z,5546 s union,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA,",Liable - By plea,2000,0,0,0,NA,0,0,2040
17CP088285,P005292039,2017-09-28,POLICE,2018-01-05T09:00:00Z,5546 s union,13-12-140  Watchman required,"BANK OF AMERICA NA,",City non-suit,2000,0,0,0,NA,0,0,2040
17CP088285,P005292040,2017-09-28,POLICE,2018-01-05T09:00:00Z,5546 s union,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA,",City non-suit,2000,0,0,0,NA,0,0,2040
17CP088285,P005292041,2017-09-28,POLICE,2018-01-05T09:00:00Z,5546 s union,13-12-140  Watchman required,"BANK OF AMERICA NA,",City non-suit,2000,0,0,0,NA,0,0,2040
17CP088300,P005292254,2017-09-19,POLICE,2017-11-03T09:00:00Z,2129 w 71st,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088300,P005292255,2017-09-19,POLICE,2017-11-03T09:00:00Z,2129 w 71st,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088300,P005292256,2017-09-19,POLICE,2017-11-03T09:00:00Z,2129 w 71st,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088300,P005292257,2017-09-19,POLICE,2017-11-03T09:00:00Z,2129 w 71st,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088300,P005292258,2017-09-19,POLICE,2017-11-03T09:00:00Z,2129 w 71st,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088300,P005292259,2017-09-19,POLICE,2017-11-03T09:00:00Z,2129 w 71st,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291981,2017-09-19,POLICE,2017-11-03T09:00:00Z,6922 s loomis,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291981,2017-09-19,POLICE,2017-11-03T09:00:00Z,922 s loomis,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291982,2017-09-19,POLICE,2017-11-03T09:00:00Z,6922 s loomis,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291982,2017-09-19,POLICE,2017-11-03T09:00:00Z,922 s loomis,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291983,2017-09-19,POLICE,2017-11-03T09:00:00Z,6922 s loomis,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291983,2017-09-19,POLICE,2017-11-03T09:00:00Z,922 s loomis,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291984,2017-09-19,POLICE,2017-11-03T09:00:00Z,6922 s loomis,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291984,2017-09-19,POLICE,2017-11-03T09:00:00Z,922 s loomis,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291985,2017-09-19,POLICE,2017-11-03T09:00:00Z,6922 s loomis,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291985,2017-09-19,POLICE,2017-11-03T09:00:00Z,922 s loomis,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291986,2017-09-19,POLICE,2017-11-03T09:00:00Z,6922 s loomis,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP088306,P005291986,2017-09-19,POLICE,2017-11-03T09:00:00Z,922 s loomis,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080581,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080582,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080583,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080584,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080585,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080586,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080587,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080588,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080589,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080590,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080591,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP089667,P005080592,2017-09-27,POLICE,2017-11-03T11:00:00Z,8000 s ingleside,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP090960,P005224434,2017-09-06,POLICE,2017-11-03T01:00:00Z,6114 s bishop,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP090960,P005224435,2017-09-06,POLICE,2017-11-03T01:00:00Z,6114 s bishop,13-12-140  Watchman required,"REO PARTNERS LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP090960,P005224436,2017-09-06,POLICE,2017-11-03T01:00:00Z,6114 s bishop,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP090960,P005224437,2017-09-06,POLICE,2017-11-03T01:00:00Z,6114 s bishop,13-12-140  Watchman required,"REO PARTNERS LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091267,P005225909,2017-09-12,POLICE,2017-11-03T11:00:00Z,11418 s washtenaw,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091267,P005225912,2017-09-12,POLICE,2017-11-03T11:00:00Z,11418 s washtenaw,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091267,P005225915,2017-09-12,POLICE,2017-11-03T11:00:00Z,11418 s washtenaw,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091268,P005257332,2017-09-26,POLICE,2017-12-01T01:00:00Z,3116 s karlov,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091268,P005257333,2017-09-26,POLICE,2017-12-01T01:00:00Z,3116 s karlov,13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091268,P005257334,2017-09-26,POLICE,2017-12-01T01:00:00Z,3116 s karlov,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091268,P005257335,2017-09-26,POLICE,2017-12-01T01:00:00Z,3116 s karlov,13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091268,P005257336,2017-09-26,POLICE,2017-12-01T01:00:00Z,3116 s karlov,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091268,P005257337,2017-09-26,POLICE,2017-12-01T01:00:00Z,3116 s karlov,13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091273,P005238194,2017-09-14,POLICE,2017-11-03T11:00:00Z,100  unknown,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NATIONAL,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091273,P005238194,2017-09-14,POLICE,2017-11-03T11:00:00Z,1231 n harding,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NATIONAL,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091273,P005238195,2017-09-14,POLICE,2017-11-03T11:00:00Z,100  unknown,13-12-140  Watchman required,"U S BANK NATIONAL,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091273,P005238195,2017-09-14,POLICE,2017-11-03T11:00:00Z,1231 n harding,13-12-140  Watchman required,"U S BANK NATIONAL,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091273,P005238196,2017-09-14,POLICE,2017-11-03T11:00:00Z,100  unknown,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NATIONAL,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091273,P005238196,2017-09-14,POLICE,2017-11-03T11:00:00Z,1231 n harding,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NATIONAL,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091273,P005238197,2017-09-14,POLICE,2017-11-03T11:00:00Z,100  unknown,13-12-140  Watchman required,"U S BANK NATIONAL,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091273,P005238197,2017-09-14,POLICE,2017-11-03T11:00:00Z,1231 n harding,13-12-140  Watchman required,"U S BANK NATIONAL,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091273,P005238198,2017-09-14,POLICE,2017-11-03T11:00:00Z,100  unknown,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NATIONAL,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091273,P005238198,2017-09-14,POLICE,2017-11-03T11:00:00Z,1231 n harding,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NATIONAL,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091388,P005341768,2017-09-26,POLICE,2017-11-03T09:00:00Z,5320 s peoria,13-12-125  Duty to secure and maintain vacant building.,"NATIONWIDE REO LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,6467.34
17CP091388,P005341769,2017-09-26,POLICE,2017-11-03T09:00:00Z,5320 s peoria,13-12-140  Watchman required,"NATIONWIDE REO LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,6467.34
17CP091388,P005341770,2017-09-26,POLICE,2017-11-03T09:00:00Z,5320 s peoria,13-12-125  Duty to secure and maintain vacant building.,"NATIONWIDE REO LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,6467.34
17CP091388,P005341771,2017-09-26,POLICE,2017-11-03T09:00:00Z,5320 s peoria,13-12-140  Watchman required,"NATIONWIDE REO LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,6467.34
17CP091388,P005341772,2017-09-26,POLICE,2017-11-03T09:00:00Z,5320 s peoria,13-12-125  Duty to secure and maintain vacant building.,"NATIONWIDE REO LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,6467.34
17CP091388,P005341773,2017-09-26,POLICE,2017-11-03T09:00:00Z,5320 s peoria,13-12-140  Watchman required,"NATIONWIDE REO LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,6467.34
17CP091390,P005229457,2017-09-19,POLICE,2017-11-03T09:00:00Z,5435 s damen,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091390,P005229458,2017-09-19,POLICE,2017-11-03T09:00:00Z,5435 s damen,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091390,P005229459,2017-09-19,POLICE,2017-11-03T09:00:00Z,5435 s damen,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091390,P005229460,2017-09-19,POLICE,2017-11-03T09:00:00Z,5435 s damen,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091390,P005229461,2017-09-19,POLICE,2017-11-03T09:00:00Z,5435 s damen,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091390,P005229462,2017-09-19,POLICE,2017-11-03T09:00:00Z,5435 s damen,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091829,P005299951,2017-09-07,POLICE,2017-11-03T09:00:00Z,3605 w 55th,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091829,P005299952,2017-09-07,POLICE,2017-11-03T09:00:00Z,3605 w 55th,13-12-140  Watchman required,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091829,P005299953,2017-09-07,POLICE,2017-11-03T09:00:00Z,3605 w 55th,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091829,P005299954,2017-09-07,POLICE,2017-11-03T09:00:00Z,3605 w 55th,13-12-140  Watchman required,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091829,P005299955,2017-09-07,POLICE,2017-11-03T09:00:00Z,3605 w 55th,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091829,P005299986,2017-09-07,POLICE,2017-11-03T09:00:00Z,3605 w 55th,13-12-140  Watchman required,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091830,P005300060,2017-09-25,POLICE,2017-11-03T09:00:00Z,6629 s artesian,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091830,P005300526,2017-09-25,POLICE,2017-11-03T09:00:00Z,6629 s artesian,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091830,P005300527,2017-09-25,POLICE,2017-11-03T09:00:00Z,6629 s artesian,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091830,P005300528,2017-09-25,POLICE,2017-11-03T09:00:00Z,6629 s artesian,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091830,P005300529,2017-09-25,POLICE,2017-11-03T09:00:00Z,6629 s artesian,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091830,P005300530,2017-09-25,POLICE,2017-11-03T09:00:00Z,6629 s artesian,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091831,P005299967,2017-09-12,POLICE,2017-11-03T09:00:00Z,6206 s francisco,13-12-125  Duty to secure and maintain vacant building.,"CHASE HOME FINANCE LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091831,P005299968,2017-09-12,POLICE,2017-11-03T09:00:00Z,6206 s francisco,13-12-140  Watchman required,"CHASE HOME FINANCE LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091831,P005299969,2017-09-12,POLICE,2017-11-03T09:00:00Z,6206 s francisco,13-12-125  Duty to secure and maintain vacant building.,"CHASE HOME FINANCE LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091831,P005299970,2017-09-12,POLICE,2017-11-03T09:00:00Z,6206 s francisco,13-12-140  Watchman required,"CHASE HOME FINANCE LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091831,P005299971,2017-09-12,POLICE,2017-11-03T09:00:00Z,6206 s francisco,13-12-125  Duty to secure and maintain vacant building.,"CHASE HOME FINANCE LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091831,P005299972,2017-09-12,POLICE,2017-11-03T09:00:00Z,6206 s francisco,13-12-140  Watchman required,"CHASE HOME FINANCE LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091832,P005320179,2017-08-30,POLICE,2017-11-03T09:00:00Z,4443 s princeton,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091832,P005320180,2017-08-30,POLICE,2017-11-03T09:00:00Z,4443 s princeton,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091832,P005320181,2017-08-30,POLICE,2017-11-03T09:00:00Z,4443 s princeton,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091832,P005320182,2017-08-30,POLICE,2017-11-03T09:00:00Z,4443 s princeton,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP091832,P005320183,2017-08-30,POLICE,2017-11-03T09:00:00Z,4443 s princeton,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
